ID;Link;Aussagen;Aussagennummer
;#NV;Im Sommer wird die Haut von Kinder mit Sonnencreme oder UV-Kleidung geschützt, sodass das Sonnenlicht nicht genug durch die Haut dringen kann, um das Vitamin D zu bilden. ;261
;#NV;Viele Kinder in deutschsprachigen Ländern haben ein Vitamin D Mangel und teilweise sogar schwer.;262
;#NV;Es ist für Kinder empfehlenswert täglich Vitamin D zu substituiert, um sie zu schützen. ;263
17;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Die Bedeutung von Vitamin D für die Gesundheit von Kindern ist unumstritten. ;264
;#NV;Die Bedeutung von Vitamin D für die Entwicklung von Kindern ist unumstritten. ;265
;#NV;Vitamin D wird in den ersten Lebensmonaten meist im Rahmen der U-Untersuchungen vom Kinderarzt via Rezept verschrieben. ;266
;#NV;Vitamin D wird mit Eintritt in das zweite Lebensjahr im Rahmen der U-Untersuchungen vom Kinderarzt via Rezept nicht mehr verschrieben. ;267
;#NV;Mit Eintritt in das zweite Lebensjahr wird davon ausgegangen, dass Vitamin D via Ernährung und Sonne ausreichend zur Verfügung steht. ;268
;#NV;Mit Eintritt in das zweite Lebensjahr rutscht die Versorgung mit Vitamin D bei vielen Kindern in einen defizitären Bereich.;269
;#NV;Insbesondere saisonal besteht ein hoher Bedarf einer weiterführenden Supplementierung von Vitamin D nach Eintritt des zweiten Lebensjahres.;270
5;https://www.instagram.com/reel/C4Nb0I2oIrp/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Breastfeeding moms have probably been told by their doctor to supplement with vitamin D drops because their breast milk is deficient. ;271
;#NV;Maybe breast milk is deficient in vitamin D for a reason.;272
;#NV;Breast milk is naturally dominant in retinol, which is vitamin A, over vitamin D because it's crucial for copper bioavailability.;273
;#NV;Breast milk is naturally dominant in retinol, which is vitamin A, over vitamin D because it's crucial for iron management.;274
;#NV;If a baby is given too much vitamin D, this can actually suppress the vitamin A. ;275
;#NV;Too much vitamin D for babies can result in systemic inflammation.;276
;#NV;Systemic inflammation can result in chronic symptoms such as eczema.;277
;#NV;Systemic inflammation can result in chronic symptoms such as asthma.;278
;#NV;Systemic inflammation can result in worse outcomes than chronic symptoms such as eczema and asthma.;279
;#NV;Vitamin D as a single compound without cofactors can cause immune dysregulation in children. ;280
;#NV;Vitamin D as a single compound without cofactors can cause immune dysregulation in babies. ;281
;#NV;Breast milk is deficient in vitamin D for a reason.;282
7;https://www.instagram.com/reel/C5tKOAexRHV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D ist bei Kindern entscheidend für die Entwicklung.;283
;#NV;Vitamin D fördert starke Knochen.;284
;#NV;Vitamin D unterstützt bei Kinder das Immunsystem, um sie gesund zu halten. ;285
;#NV;Vitamin D-Mangel bei Kindern kann zu Wachstumsstörungen führen.;286
;#NV;Müdigkeit kann ein mögliches Anzeichen für ein Vitamin D Mangel sein. ;287
;#NV;Konzentrationsschwierigkeiten können ein mögliches Anzeichen für ein Vitamin D Mangel sein.;288
;#NV;Ein schwaches Immunsystem kann ein mögliches Anzeichen für ein Vitamin D Mangel sein.;289
;#NV;Schwindel kann ein mögliches Anzeichen für ein Vitamin D Mangel sein.;290
;#NV;Kreislaufprobleme können ein mögliches Anzeichen für ein Vitamin D Mangel sein.;291
;#NV;Muskelschmerzen können ein mögliches Anzeichen für ein Vitamin D Mangel sein.;292
;#NV;Gelenkschmerzen können ein mögliches Anzeichen für ein Vitamin D Mangel sein.;293
;#NV;Kopfschmerzen können ein mögliches Anzeichen für ein Vitamin D Mangel sein.;294
;#NV;Karies kann ein Anzeichen für einen Vitamin-D-Mangel bei Kindern sein. ;295
;#NV;Häufige Verstopfungen können Anzeichen für einen Vitamin-D-Mangel bei Kindern sein. ;296
;#NV;Sonnenlicht ist eine hervorragende Quelle für Vitamin D.;297
;#NV;Neben dem Sonnenlicht gibt es weitere Möglichkeiten, um genug Vitamin D zu bekommen. ;298
;#NV;Nahrungsergänzungsmittel können dabei helfen, den Vitamin-D-Spiegel eines Kindes zu erhalten. ;299
;#NV;Vitamin D ist für Kinder von Bedeutung. ;300
;#NV;Vitamin D Supplementation sorgt bei Kindern für eine gesunde Entwicklung.;301
;#NV;Vitamin D Supplementation sorgt bei Kindern für ein starkes Immunsystem.;302
11;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D supplementation is recommended for all exclusively breastfed babies living in Ireland.;303
;#NV;Vitamin D supplementation is recommended if a baby is living in Ireland and is combined feeding and taking less than 300 mls of formula a day.;304
;#NV;If a baby is formula feeding in those early days and they are not taking 300 mls then it is recommended the baby takes 5 micrograms of vitamin D daily. ;305
;#NV;If a baby is formula feeding and taking more than 300 mls of formula a day, then there is no need to worry, as formulas are supplemented with vitamin D nowadays. ;306
;#NV;Vitamin D is really important for healthy development. ;307
;#NV;Vitamin D is really important for healthy brain growth.;308
63;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Es ist empfehlenswert bei Neugeborenen im ersten Lebensjahr Vitamin D zusätzlich zu geben.;309
;#NV;Die offizielle Empfehlung lautet ab dem ersten Lebensjahr kein Vitamin D zu supplementieren, da die Kinder draußen sind und Vitamin D dann auch selber gut aufnehmen können. ;310
;#NV;Wenn die Sonne scheint cremen Eltern ihre Kinder mit Sonnencreme ein und das bedeutet, dass Vitamin D nicht gebildet werden kann. ;311
;#NV;Es empfiehlt sich nach dem ersten Lebensjahr weiterhin Vitamin D zu geben. ;312
;#NV;Bei einem einjährigen Kind werden andere Vitamin D Dosierungen als bei Erwachsenen gegeben.;313
;#NV;Geeignet ist eine Dosierung von 1.000 Einheiten Vitamin D pro Tag bei einem einjährigen Kind.;314
;#NV;Geeignet ist eine Dosierung von 2.000 Einheiten Vitamin D pro Tag bei einem fast dreijährigem Kind.;315
;#NV;Eine Supplementierung von Vitamin D ist sehr gut bei Allergien.;316
;#NV;Eine Supplementierung von Vitamin D ist sehr gut bei Neurodermitis.;317
;#NV;Eine Supplementierung von Vitamin D ist sehr gut bei ADHS.;318
97;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Ein Vitamin D Mangel bei Schwangeren ist keine Seltenheit. ;319
;#NV;Ein Vitamin D Mangel bei Schwangeren erhöht die Empfänglichkeit des Säuglings für Infektionen mit dem respiratorischen RSV. ;320
;#NV;Das Immunsystem eines Kindes bei der Geburt hängt von Vitamin D3-Spiegel seiner Mutter ab. ;321
;#NV;Hat die Mutter einen niedrigen Vitamin D3-Spiegel, kommen Kinder mit niedrigem Vitamin D3-Spiegel zur Welt. ;322
;#NV;Kinder, deren Mütter kein Vitamin D3 hat, hatten ein sechsfach erhöhtes Risiko, sich mit einer tiefen Atemerkrankung, mit RSV, sich zu infizieren. ;323
;#NV;Ohne Vitamin D3 der Mutter während der Schwangerschaft kommen Kinder mit allerlei Behinderungen zur Welt.;324
;#NV;Ohne Vitamin D3 der Mutter während der Schwangerschaft kommen Kinder mit halbem Herz zur Welt.;325
;#NV;Schwangere sollten den Vitamin D3 Spiegel hochfahren, damit diese die Schwangerschaft überstehe.;326
;#NV;Schwangere sollten den Vitamin D3 Spiegel hochfahren, damit diese keinen früheren Schwangerschaftsabort kriegen. ;327
;#NV;Schwangere sollten den Vitamin D3 Spiegel hochfahren, damit diese keinen Schwangerschaftsblutdruck kriegen. ;328
;#NV;Schwangere sollten den Vitamin D3 Spiegel hochfahren, damit diese kein Schwangerschaftsdiabetes kriegen. ;329
;#NV;Ist der Vitamin D3 Spiegel der Schwangeren hoch, dann hat das Kind, wenn es auf die Welt kommt, einen tollen Vitamin D3-Spiegel.;330
;#NV;Ist der Vitamin D3 Spiegel der Schwangeren hoch, dann hat das Kind, wenn es auf die Welt kommt, ein natürliches Immunsystem.;331
;#NV;Hat eine Schwangere ein Mangel an Vitamin D3 wegen der Schwangerschaft, kann das negative Folgen für Mutter und Fötus haben, wie z.B. schlechtes Wachstum.;332
;#NV;Hat eine Schwangere ein Mangel an Vitamin D3 wegen der Schwangerschaft, kann das negative Folgen für Mutter und Fötus haben, wie z.B. erhöhtes Risiko für Frühgeburten.;333
;#NV;Hat eine Schwangere ein Mangel an Vitamin D3 wegen der Schwangerschaft, kann das negative Folgen für Mutter und Fötus haben, wie z.B. erhöhtes Risiko für angeborene Missbildungen. ;334
;#NV;Haben Schwangere einen tollen Vitamin D3 Spiegel, was in Deutschland nicht der Fall ist, haben die Kinder ein schwaches Immunsystem. ;335
;#NV;In Deutschland ist es nicht der Fall, dass Schwangere einen tollen Vitamin D3 Spiegel haben.;336
;#NV;Als Schwangere ist es empfehlenswert den Vitamin D Spiegel zwischen 80 und 100 Nanogramm pro Millimeter hochzufahren, damit das Kind für die Nachwelt gewappnet ist. ;337
4;https://www.instagram.com/reel/C3KNR_TMo5P/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Es gibt einen Zusammenhang zwischen der Entstehung von einer frühkindlichen Karies, also einer Karies, die innerhalb der ersten drei Lebensjahre auftritt und einem Vitamin D Mangel.;338
;#NV;Wenn Schwangere ihrem Kind einen möglichst guten Start geben wollen, sollte der Vitamin D Spiegel bei einem Gynäkologen getestet werden.;339
;#NV;Wenn Schwangere das Risiko in Bezug auf Kreidezähne senken wollen, sollte der Vitamin D Spiegel bei einem Gynäkologen getestet werden. ;340
;#NV;Wenn Schwangere das Risiko in Bezug auf Karies senken wollen, sollte der Vitamin D Spiegel bei einem Gynäkologen getestet werden. ;341
;#NV;Vitamin D sollte gerade jetzt im Winter, für ganz, ganz wichtig genommen werden.;342
1;#NV;Most breastfed babies do need a vitamin D supplement because they are probably deficient in vitamin D, because the mother doesn't go out into the sun very much, and when she does, she is told to cover herself with sunscreen.;343
;#NV;Vitamin D is made from the sunshine. ;344
;#NV;Babies are never put out in the sun or else putting sunscreen all over them.;345
;#NV;Babies don't get any sun, which means that unless they get it through the breast milk, they are not really getting it.;346
;#NV;When the levels in the milk are low because the mother is low, the baby needs vitamin D. ;347
;#NV;One great option to talk about with the pediatrician is vitamin D drops. ;348
;#NV;One way to provide a baby with vitamin D is for the mother to take a vitamin D supplement in a larger amount to take care of her own vitamin D deficiency, and then it comes through the milk, and the baby gets it through the milk.;349
;#NV;When a mother is not deficient, the baby should be just fine.;350
;#NV;Sun exposure for babies should be discussed with a pediatrician first so that the mother gets some sun and the baby gets a little bit of sun without exposing themself to harmful cancerous rays. ;351
;#NV;Formula-fed babies get vitamin D through the formula.;352
;#NV;They put the right amount in the formula so exclusively formula-fed babies don't take vitamin D drops. ;353
;#NV;Breastfed babies take vitamin D drops.;354
39;https://www.instagram.com/reel/C8_eZrPsQzO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Kinder können Nahrungsergänzungsmittel zu sich nehmen. ;355
;#NV;Kleine Kinder sollten bei Nahrungsergänzungsmitteln ungefähr ein Viertel der Erwachsenen-Dosis einnehmen. ;356
;#NV;Schulkinder sollten bei Nahrungsergänzungsmitteln ungefähr die Hälfte der Erwachsenen-Dosis einnehmen. ;357
;#NV;Auch Kinder können unterversorgt sein.;358
;#NV;Vitamin D ist gerade in den Wintermonaten ein relevantes Thema.;359
;#NV;Vitamin D solltet Kindern auf jeden Fall verabreicht werden, damit sie lange gesund bleiben.;360
;#NV;Vitamin D solltet Kindern auf jeden Fall verabreicht werden, damit sie ohne großartige Erkältungen durch den Winter kommen.;361
46;https://www.instagram.com/reel/DDW28MNtSih/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Die empfohlene tägliche Vitamin-D-Dosis für Neugeborene liegt bei 500 IE.;362
;#NV;Es ist wichtig Vitamin-D-Präparate mit Vitamin-K2 zu kombinieren. ;363
70;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;If a child, if a baby is born and they're vitamin D deficient, it increases their risk for schizophrenia.;364
;#NV;If a child, if a baby is born and they're vitamin D deficient, it increases their risk for autism.;365
;#NV;If a child, if a baby is born and they're vitamin D deficient, it increases their risk for ADHD.;366
;#NV;Vitamin D deficiency doesn't cause autism.;367
;#NV;Vitamin D deficiency doesn't cause schizophrenia. ;368
;#NV;There is a correlation between a vitamin D deficiency and a whole plethora of different mental health disorders. ;369
;#NV;A lot of people don't realize they should be taking vitamin D when they are pregnant. ;370
;#NV;Vitamin D should be taken during pregnancy.;371
;#NV;Vitamin D deficiency is seen all the time in kids.;372
;#NV;Vitamin D deficiency is even more common in adults than in kids.;373
;#NV;If a woman is trying to get pregnant, it's highly recommended to get her vitamin D levels checked because if a pregnant mom has a vitamin D deficiency, that ultimately ties over to the baby.;374
;#NV;If a woman is trying to get pregnant, it's highly recommended to get her vitamin D levels checked because if a pregnant mom has a vitamin D deficiency, it can have some sort of impact on the baby's neurodevelopment.;375
;#NV;If a woman is pregnant, it's highly recommended to get the vitamin D levels checked because if a pregnant mom has a vitamin D deficiency, that ultimately ties over to the baby.;376
;#NV;If a woman is pregnant, it's highly recommended to get her vitamin D levels checked because if a pregnant mom has a vitamin D deficiency, it can have some sort of impact on the baby's neurodevelopment.;377
;#NV;Maternal vitamin D deficiency increases the risk for autism. ;378
;#NV;Vitamin D is important.;379
;#NV;People realize that vitamin D is important, but they don't realize how important it actually is.;380
;#NV;Vitamin D more so acts as a hormone in our body since the body is able to naturally produce it. ;381
;#NV;Vitamin D has an influence on just about every single system in the body, from the brain, to the stomach, to the muscles, to the bones.;382
;#NV;If somebody has a vitamin D deficiency, their body is just not going to feel good. ;383
;#NV;Vitamin D deficiency is correlated with depression.;384
;#NV;Vitamin D deficiency is correlated with anxiety. ;385
;#NV;It is recommended to get the vitamin D levels checked when doing blood lab.;386
;#NV;Sometimes being out in the sun or even taking a vitamin D supplement isn't enough, and it requires more than just that. ;387
;#NV;The standard range for vitamin D is between 30 and 100.;388
;#NV;Vitamin D is a fat-soluble vitamin.;389
;#NV;Vitamin D toxicity can occur. ;390
;#NV;It is recommended to not have too much vitamin D because it gets stored in the body. ;391
;#NV;It is recommended to always get the levels checked before doing vitamin D supplementation, especially a higher dose of supplementation.;392
;#NV;If someone has a vitamin D deficiency and starts getting the right dose of vitamin D, the body is going to feel a whole lot better.;393
;#NV;If someone has a vitamin D deficiency and starts getting the right dose of vitamin D, the brain is going to feel a whole lot better.;394
52;https://www.instagram.com/reel/DEpcdwnpfoc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Babies need to be given vitamin D drops.;395
;#NV;Vitamin D is a vitamin within the body.;396
;#NV;Vitamin D is pretty important for bone development. ;397
;#NV;Vitamin D is pretty important for some really big benefits other than bone development. ;398
;#NV;Vitamin D is found in usually fairly low quantities within breast milk, so they normally recommend vitamin D supplementation.;399
;#NV;There are vitamin D drops that can be given directly to babies.;400
;#NV;The recommended dosage for a baby is between 400 to 600 units of vitamin D once a day.;401
;#NV;400 to 600 units of vitamin D are usually well tolerated by most babies.;402
;#NV;Breastfeeding mothers can take 6,400 units of vitamin D, and this will increase the amount of vitamin D that's actually found within the breast milk to then transfer over to the baby.;403
;#NV;If a mother is breastfeeding, she can either just take a vitamin D supplement and not have to worry about also giving it to the baby or she can just give the vitamin D drops to the baby. ;404
90;https://www.instagram.com/reel/DPbyvDoCKjA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Selbst wenn Kinder im Sommer viel sausen waren ist der Vitamin-D Speicher spätestens im Herbst komplett leer. ;405
;#NV;Die meisten Menschen merken nicht, dass der Vitamin-D Speicher eines Kindes komplett leer ist, bis das Immunsystem von Kindern schlapp macht.;406
;#NV;Wenn das Immunsystem von Kindern schlapp macht, kann das darauf zurückzuführen sein, dass der Vitamin-D Speicher komplett leer ist.;407
;#NV;Es ist empfehlenswert jedes Jahr im Herbst bei den Kindern den Vitamin-D-Spiegel mit einem Testkit zu prüfen.;408
;#NV;Der Bedarf an Vitamin D ist in der Schwangerschaft sehr hoch.;409
;#NV;Es ist empfehlenswert jedes Jahr im Herbst den Vitamin-D-Spiegel bei Kindern mit einem Testkit zu prüfen, da nur so sicher gegangen werden kann, dass gezielt Vitamin D supplementiert wird.;410
;#NV;Es ist empfehlenswert jedes Jahr im Herbst den Vitamin-D-Spiegel bei Schwangeren mit einem Testkit zu prüfen, da nur so sicher gegangen werden kann, dass gezielt Vitamin D supplementiert wird.;411
;#NV;Es ist geeignet für Schwangere Vitamin D-Supplemente mit K2 und Magnesium zu kombinieren.;412
;#NV;Es ist geeignet für Kinder Vitamin D-Supplemente mit K2 und Magnesium zu kombinieren.;413
104;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Die Empfehlung für Kinder in Deutschland, die ab dem siebten Tag nach der Geburt Vitamin D kriegen, ist dieses bis zum ersten Geburtstag und wenn es Winter ist bis zum nächsten Frühling zu geben.;414
;#NV;Bei bestimmten Menschengruppen, z.B. aus anderen Ländern, ist der Vitamin-D-Bedarf höher.;415
;#NV;Je dunkler die Haut, desto mehr Sonneneinstrahlung mit einem bestimmten Winkel aus dem Weltall, wird gebraucht, damit der Körper Vitamin-D produziert.;416
;#NV;Je heller die Haut wird, desto weniger Sonneneinstrahlung mit einem bestimmten Winkel aus dem Weltall wird gebraucht, damit der Körper Vitamin-D produziert.;417
;#NV;Im Winter ist die Sonneneinstrahlung viel flacher.;418
;#NV;Damit Menschen Vitamin-D produzieren können, braucht die Sonne einen bestimmten Winkel.;419
;#NV;Im Winter wird der Winkel nicht erreicht, den die Sonne braucht, damit Menschen Vitamin-D produzieren können.;420
;#NV;Im Sommer muss gut Vitamin-D aufgenommen werden, damit für den Winter ein Polster vorhanden ist. ;421
;#NV;Die meisten Menschen haben einen Vitamin-D-Mangel, auch im Winter und gerade gegen Ende des Winters, weil es sehr dunkel und sehr grau ist. ;422
;#NV;Über die Wintermonate kann Vitamin-D in den normalen Dosierungen gegeben werden. ;423
;#NV;Es wird empfohlen Kinder, die älter sind, nur Vitamin D zu geben, wenn ein Mangel besteht, weil eine Vergiftung mit Vitamin-D möglich ist.;424
;#NV;Vitamin-D ist ein fettlösliches Vitamin.;425
;#NV;Bei der Einnahme von zu hohen Dosierungen von Vitamin-D, kann sich das in den Organen anreichern und deswegen muss man dabei vorsichtig sein.;426
10;https://www.instagram.com/reel/C5tKOAexRHV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D ist ein Sonnenvitamin.;427
;#NV;Vitamin D hat ganz viele, wichtige Vorteile für die Gesundheit von Kindern.;428
;#NV;Vitamin D ist ganz wichtig für die Knochengesundheit.;429
;#NV;Vitamin D ist ganz wichtig für die Knochengesundheit, denn es trägt zur normalen Aufnahme und Verwertung von Calcium und Phosphor bei.;430
;#NV;Calcium ist essentiell für die Entwicklung starker Knochen. ;431
;#NV;Phosphor ist essentiell für die Entwicklung starker Knochen. ;432
;#NV;Vitamin D ist ganz wichtig für das Immunsystem. ;433
;#NV;Vitamin D kann Kindern helfen, eine gesunde Immunantwort aufzubauen.;434
;#NV;Vitamin D kann Kindern helfen, eine gesunde Immunantwort aufrecht zu erhalten. ;435
;#NV;Vitamin D trägt zur Erhaltung einer normalen Muskelfunktion bei, was super wichtig ist, da Kinder noch im Wachstum sind.;436
106;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Fast jedes zweite Kind in Deutschland bekommt zu wenig Vitamin D.;437
;#NV;Viele Kinderärzte empfehlen die Vitamin D Einnahme nur bis zum ersten Lebensjahr. ;438
;#NV;Der Körper braucht das ganze Leben lang ausreichend Vitamin D, egal ob Sommer oder Winter. ;439
;#NV;Mehr als die Hälfte aller Kinder zwischen 1 und 17 Jahren leiden an einem Vitamin D Mangel, weil über Sonne und Ernährung nicht genug Vitamin D aufgenommen werden kann. (Standort des Kontos: Deutschland);440
;#NV;Es ist besonders wichtig, dass Kinder Vitamin D3 regelmäßig einnehmen. ;441
;#NV;Es ist besonders wichtig, dass Kinder Vitamin D3 am besten in Kombination mit K2 einnehmen. ;442
;#NV;Vitamin D3 hilft dem Körper, Calcium aus der Nahrung im Darm aufzunehmen.;443
;#NV;Vitamin K2 sorgt dafür, dass das Calcium in den Knochen landet.;444
;#NV;Vitamin K2 sorgt dafür, dass das Calcium in den Zähnen landet.;445
;#NV;Vitamin K2 sorgt dafür, dass das Calcium sich nicht in den Gefäßen ablagert. ;446
;#NV;Calcium gehört in die Knochen und Zähnen.;447
;#NV;Vitamin D3 unterstützt den Aufbau gesunder Knochen.;448
;#NV;Vitamin D3 unterstützt den Erhalt gesunder Knochen.;449
;#NV;Der Prozess (Vitamin D3 unterstützt den Aufbau und Erhalt gesunder Knochen) läuft bis zum 25. Lebensjahr. ;450
;#NV;Vitamin D3 verbessert die Knochendichte.;451
;#NV;Vitamin D3 senkt das Risiko für Osteoporose.;452
;#NV;Vitamin D3 stärkt das Immunsystem.;453
;#NV;Vitamin D3 kann das Risiko für Infektionserkrankungen verringern.;454
;#NV;Vitamin D3 kann das Risiko für Autoimmunerkrankungen verringern.;455
;#NV;Vitamin D wirkt sich positiv auf das Herz-Kreislauf-System aus.;456
;#NV;Vitamin D spielt eine entscheidende Rolle bei der Entwicklung des Gehirns.;457
;#NV;Vitamin D spielt eine entscheidende Rolle bei der Funktion des Gehirns.;458
;#NV;Kinder mit einer guten Vitamin D Versorgung leiden deutlich seltener an Atemwegsinfekten.;459
;#NV;Kinder, die täglich etwa 30 Mikrogramm Vitamin D erhalten, haben ein 62% geringeres Risiko an Grippe zu erkranken.;460
;#NV;Kinder, die täglich etwa 30 Mikrogramm Vitamin D erhalten, haben ein 88% niedrigeres Risiko an Diabetes Typ 1 zu erkranken. ;461
;#NV;Eine ausreichende Versorgung mit Vitamin D3 und K2 ist für Kinder essentiell für starke Knochen.;462
;#NV;Eine ausreichende Versorgung mit Vitamin D3 und K2 ist für Kinder essentiell für ein stabiles Immunsystem.;463
;#NV;Eine ausreichende Versorgung mit Vitamin D3 und K2 ist für Kinder essentiell für eine gesunde Entwicklung.;464
92;https://www.instagram.com/reel/DPbyvDoCKjA/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Nahrungsergänzungsmittel für Kinder ist ein Trend, der Risiken birgt.;465
;#NV;Gesunden Kindern sollten keine Nahrungsergänzungspräparate geben werden.;466
;#NV; Nahrungsergänzungspräparate bei Kindern tun diesen nichts Gutes.;467
;#NV; Nahrungsergänzungspräparate bei Kindern stärken nicht das Immunsystem.;468
;#NV; Nahrungsergänzungspräparate bei Kindern helfen den Kindern nicht besser durch die Wintersaison zu kommen.;469
;#NV; Nahrungsergänzungspräparate bei Kindern helfen den Kindern nicht dabei, weniger Infekt zu haben.;470
;#NV;Ein gesundes, normal entwickeltes Kind mit einer normalen Mischkost braucht keine Nahrungsergänzungsmittel. ;471
;#NV;Vitamin D ist essentiell wichtig fürs Wachstum von Kindern, daher wird es bis zum zweiten Lebensjahr verabreicht oder genauer gesagt bis zum zweiten erlebten Frühling der Kinder. ;472
;#NV;Gesunde Kinder brauchen keine Tropfen, keine Bärchen oder irgendwelche anderen Ergänzungspräparate.;473
;#NV;Ein gesundes, normal entwickeltes Kind mit einer normalen Mischkost braucht keine Nahrungsergänzungsmittel. ;474
108;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==; 9,4 % der Schulkinder haben vor dem Winter einen Vitamin D-Werte über 30 Nanogramm pro Milliliter.;475
;#NV; 9,4 % der Schulkinder sind anständig mit Vitamin D versorgt.;476
;#NV;Mit einen Vitamin D-Werte über 30 Nanogramm pro Milliliter sind Kinder anständig versorgt;477
;#NV;30 Nanogramm pro Milliliter ist kein toller Wert, aber es ist besser als eben noch drunter. ;478
;#NV;Ein Vitamin D Wert von 30 Nanogramm pro Milliliter ist okay.;479
;#NV;0,9 % der Schulkinder haben nach dem Winter einen Vitamin D-Werte über 30 Nanogramm pro Milliliter.;480
;#NV;Kinder sollten mit Vitamin D versorgt werden.;481
;#NV;Geeignet ist bei Kindern eine Dosierung von 1500 bis 2000 Einheiten Vitamin D ungefähr vier bis fünf Mal die Woche.;482
;#NV;Die Einnahme von Vitamin D zusammen mit einer fettreichen Mahlzeit verbessert die Aufnahme.;483
;#NV;Es ist empfehlenswert, dass Kinder am Anfang ihres Lebens immer Vitamin D bekommen, weil Kinder früher häufig Rachitis bekommen haben.;484
;#NV;Bei Rachitis hatten Kinder krasse Knochenveränderungen.;485
;#NV;Heutzutage bekommen Kinder seltener Rachitis, weil inzwischen seit den 80ern am Anfang des Lebens Vitamin D Tropfen gegeben werden.;486
;#NV;Es macht keinen Sinn, dass Vitamin D bei Kindern abgesetzt wird.;487
;#NV;Die Einnahme von Vitamin D Präparaten stärkt Kinder.;488
;#NV;Die Einnahme von Vitamin D Präparaten bei Kindern fördern die Gesundheit.;489
;#NV;Die Einnahme von Vitamin D Präparaten bei Kindern verhindert, dass sie nicht sehr krank werden.;490
101;https://www.instagram.com/tv/CBm6RAvBhSz/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;Vitamin D kann einen stabilisierenden Faktor auf die Psyche haben.;491
;#NV;Vitamin D stärkt unser Immunsystem, was im Winter ganz ganz wichtig ist.;492
;#NV;Vitamin D ist sehr wichtig bei chronischen Erkrankungen.;493
;#NV;Vitamin D ist sehr wichtig bei Krebserkrankungen.;494
;#NV;Kindern im Alter von 0 bis 18 Jahren sollen im Sommer, sowie Winter durchgehend Vitamin D-Präparate gegeben werden. ;495
;#NV;Es ist sinnvoll, den Kindern die ersten zwei, drei Lebensjahre 500 Einheiten Vitamin D zu geben.;496
;#NV;Es werden je nach Quelle nach den ersten zwei, drei Lebensjahren manchmal 800 und manche 1000 Einheiten Vitamin D empfohlen.;497
;#NV;Es ist egal, ob nach den ersten zwei, drei Lebensjahren 800 oder 1000 Einheiten Vitamin D gegeben wird.;498
;#NV;Wenn es in Richtung Pubertät geht und die Kinder sich in Richtung Erwachsenenalter bewegen, dann können auch 2000 Einheiten täglich genommen werden. ;499
;#NV;20.000 Depot-Einnahmen, die einmal die Woche genommen werden sind nicht Empfehlenswert, weil, wenn man diese vergisst, dann hat man nichts.;500
;#NV;20.000 Depot-Einnahmen, die einmal die Woche genommen werden sind nicht Empfehlenswert, weil, wenn man die deutlich zu viel nimmt, kann das Schäden machen.;501
;#NV;Es gibt Überdosierungen von Vitamin D, die schädlich sind.;502
;#NV;Es ist nicht wichtig, dass Vitamin D Präparate mit Vitamin K kombiniert werden.;503
;#NV;Es reichen reine Vitamin D Präparate. ;504
;#NV;Das kontrollieren der Vitamin D Spiegel ist nicht empfehlenswert, da es zu nichts führt. (wir möchten nicht ständig die Spiegel kontrollieren, weil das im Prinzip zu nichts führt.);505
;#NV;Die allermeisten Menschen bei uns (Standort des Kontos: Deutschland) haben Vitamin D Spiegel, die knapp, im unteren Zielbereich sind.;506
;#NV;Bei chronisch kranken Kindern werden routinemäßigen Spiegelkontrollen empfohlen. ;507
;#NV;Bei Krebspatienten im Kindesalter werden routinemäßigen Spiegelkontrollen empfohlen. ;508
;#NV;Bei Kindern, die nicht chronisch Krank oder Krebspatienten sind werden keine routinemäßigen Spiegelkontrollen, sondern eine kontinuierliche Einnahme empfohlen. ;509
;#NV;Rezepte für Vitamin D werden bis zweit Jahre ausgestellt. ;510
